pos_idx,reference_pos,mod_rate
236,183,0.026775
237,182,0.019207
238,181,0.020303
239,180,0.017162
240,179,0.082825
241,178,0.034732
242,177,0.019924
243,176,0.029924
244,175,0.029619
245,174,0.016423
246,173,0.020964
247,172,0.031159
248,171,0.029443
249,170,0.035458
250,169,0.032883
251,168,0.021313
252,167,0.024505
253,166,0.019242
254,165,0.026837
255,164,0.022919
256,163,0.011880
257,162,0.014937
258,161,0.030196
259,160,0.016236
260,159,0.044439
261,158,0.032374
262,157,0.043819
263,156,0.038500
264,155,0.035280
265,154,0.014454
266,153,0.009786
267,152,0.015494
268,151,0.009010
269,150,0.015905
270,149,0.016516
271,148,0.021066
272,147,0.025905
273,146,0.047350
274,145,0.011105
275,144,0.014920
276,143,0.016302
277,142,0.022823
278,141,0.040015
279,140,0.030091
280,139,0.082438
281,138,0.073115
282,137,0.092124
283,136,0.046441
284,135,0.026044
285,134,0.029231
286,133,0.049346
287,132,0.202876
288,131,0.149994
289,130,0.084617
290,129,0.054212
291,128,0.020660
292,127,0.018793
293,126,0.036220
294,125,0.034762
295,124,0.035779
296,123,0.033161
297,122,0.029277
298,121,0.046029
299,120,0.014388
300,119,0.028981
301,118,0.021086
302,117,0.030549
303,116,0.025766
304,115,0.022793
305,114,0.017800
306,113,0.015792
307,112,0.031877
308,111,0.029416
309,110,0.015765
310,109,0.016912
311,108,0.025236
312,107,0.028801
313,106,0.027701
314,105,0.014222
315,104,0.019243
316,103,0.019832
317,102,0.029153
318,101,0.020434
319,100,0.027264
320,99,0.032133
321,98,0.073850
322,97,0.033077
323,96,0.051705
324,95,0.050749
325,94,0.027812
326,93,0.036771
327,92,0.029246
328,91,0.027080
329,90,0.034578
330,89,0.028848
331,88,0.038219
332,87,0.028042
333,86,0.027901
334,85,0.026531
335,84,0.028649
336,83,0.021036
337,82,0.075790
338,81,0.030091
339,80,0.028909
340,79,0.066112
341,78,0.251013
342,77,0.091815
343,76,0.045264
344,75,0.014925
345,74,0.015709
346,73,0.016722
347,72,0.020549
348,71,0.010236
349,70,0.009542
350,69,0.009025
351,68,0.011342
352,67,0.010213
353,66,0.020229
354,65,0.028643
355,64,0.022086
356,63,0.014329
357,62,0.027050
358,61,0.013869
359,60,0.023817
360,59,0.022407
361,58,0.030941
362,57,0.018047
363,56,0.019471
364,55,0.010438
365,54,0.010208
366,53,0.009675
367,52,0.033468
368,51,0.031156
369,50,0.029038
370,49,0.023610
371,48,0.029510
372,47,0.035560
373,46,0.025665
374,45,0.018919
375,44,0.040009
376,43,0.007385
377,42,0.025802
378,41,0.025566
379,40,0.020414
380,39,0.056160
381,38,0.043240
382,37,0.053572
383,36,0.056376
384,35,0.068677
385,34,0.051211
386,33,0.045486
387,32,0.096606
388,31,0.064371
389,30,0.037142
390,29,0.016020
391,28,0.061988
392,27,0.035403
393,26,0.057989
394,25,0.057545
395,24,0.053188
396,23,0.020255
397,22,0.025181
398,21,0.022980
399,20,0.041257
400,19,0.034939
401,18,0.041614
402,17,0.049430
403,16,0.050141
404,15,0.051651
405,14,0.036900
406,13,0.087093
407,12,0.107692
408,11,0.023392
409,10,nan
410,9,nan
411,8,nan
412,7,nan
413,6,nan
414,5,nan
415,4,nan
416,3,nan
